,poiId,frontImg,title,avgScore,allCommentNum,address,avgPrice,dealList,hasAds,adsClickUrl,adsShowUrl,_id
48,41967090,http://p0.meituan.net/600.600/deal/da94d63fb83b58e8539a291877a21f64259089.jpg,大台北零度冰屋,4.1,667,金平区石炮台街道长平路31号（体校斜对面）,13,[],False,,,5dda9539a1ec47d57f112fbf
49,41334105,http://p0.meituan.net/600.600/deal/65bb256ddd574f884baba64e27aaf21a255726.jpg,叻哥茶餐厅,4.4,1036,潮阳区棉城中华路南门大盐巷住宅区D6栋24号（南门阳柳金宝街对面）,36,[],False,,,5dda9539a1ec47d57f112fc0
50,52173176,http://p1.meituan.net/600.600/deal/8916f7c02752abc3898d103ce6077ac5116998.jpg,正宗隆江猪脚饭（长虹店）,4.5,337,潮南区长虹路188号,15,[],False,,,5dda9539a1ec47d57f112fc1
51,6443226,http://p1.meituan.net/600.600/deal/1cdcf4fe6b967aa8a3ca87e9a49de7ef44129.jpg,小日禾寿司（长平店）,4.0,1622,金平区长平路37号（长平金新路口，金粉时装对面）,44,[],False,,,5dda9539a1ec47d57f112fc2
52,4380127,http://p0.meituan.net/600.600/deal/4d545c76fba2e4a99112526a13552d79271182.jpg,非尝麻辣烫,4.0,586,金平区石炮台街道外马路118号112,15,[],False,,,5dda9539a1ec47d57f112fc3
53,52277936,http://p1.meituan.net/600.600/deal/74f6eb59b43a9c23da0684ac1e045dda260173.jpg,禧御贡茶（东厦北路店）,4.1,435,金平区天山北路东厦花园二区3、4幢101号房之二,13,[],False,,,5dda9539a1ec47d57f112fc4
54,50958353,http://p0.meituan.net/600.600/deal/2422f9e071decae94af4b51eedacc08565539.jpg,贡茶（铜盂店）,4.1,835,潮阳区铜盂镇兴富中路110号,14,[],False,,,5dda9539a1ec47d57f112fc5
55,6741514,https://img.meituan.net/600.600/msmerchant/cd900c5897d3ec787b14d7dcaeb9dcfd1295952.png,潮舫,3.3,1939,金平区高新区科技西路14号,40,[],False,,,5dda9539a1ec47d57f112fc6
56,51052827,http://p1.meituan.net/600.600/deal/74901590139add580645404185afcb39283208.jpg,御可贡茶（和平新和惠路店）,4.3,1434,潮阳区新和惠路中段万尚酒店正对面,16,[],False,,,5dda9539a1ec47d57f112fc7
57,2702805,http://p1.meituan.net/600.600/deal/7d29cb41838140c674035a95491842ec64729.jpg,红磨坊（丰泽店）,5.0,2239,龙湖区长平东路丰泽庄西凯泽雅园12栋,29,[],False,,,5dda9539a1ec47d57f112fc8
